Seecod;Cousig;Grccod;Counbrcdt;Locnbrpla;Pernum;Loccod;Grccodtypgrpcou;Coufrqlab;Grccodprt;Remcodtypcou;Couabgitt;Grcnbrpladis;Perjousem;Perhredeb
BA;ING1025;10;3,00;58;1E0;B-511;L;H;;TL;INFORMATIQUE;55;LUN;2100
BA;ING1030;01;2,00;56;23;A-609;C;H;;TL;CHIMIE POUR INGENIEUR;45;MAR;1030
BA;ING1030;01;2,00;56;24;A-609;C;H;;TL;CHIMIE POUR INGENIEUR;45;MAR;1130
BA;ING1030;01;2,00;66;43;B-411;L;H;;TL;CHIMIE POUR INGENIEUR;45;JEU;1030
BA;ING1030;01;2,00;66;44;B-411;L;H;;TL;CHIMIE POUR INGENIEUR;45;JEU;1130
BA;ING1030;02;2,00;56;36;A-522;C;H;;TL;CHIMIE POUR INGENIEUR;50;MER;1345
BA;ING1030;02;2,00;56;37;A-522;C;H;;TL;CHIMIE POUR INGENIEUR;50;MER;1445
BA;ING1030;02;2,00;55;56;A-526;L;H;;TL;CHIMIE POUR INGENIEUR;50;VEN;1345
BA;ING1030;02;2,00;55;57;A-526;L;H;;TL;CHIMIE POUR INGENIEUR;50;VEN;1445
BA;ING1030;03;2,00;66;38;B-411;C;H;;TL;CHIMIE POUR INGENIEUR;50;MER;1545
BA;ING1030;03;2,00;66;39;B-411;C;H;;TL;CHIMIE POUR INGENIEUR;50;MER;1645
BA;ING1030;03;2,00;55;23;A-608;L;H;;TL;CHIMIE POUR INGENIEUR;50;MAR;1030
BA;ING1030;03;2,00;55;24;A-608;L;H;;TL;CHIMIE POUR INGENIEUR;50;MAR;1130
BA;ING1030;04;2,00;55;15;A-608;C;H;;TL;CHIMIE POUR INGENIEUR;45;LUN;1245
BA;ING1030;04;2,00;55;16;A-608;C;H;;TL;CHIMIE POUR INGENIEUR;45;LUN;1345
BA;ING1030;04;2,00;55;33;A-608;L;H;;TL;CHIMIE POUR INGENIEUR;45;MER;1030
BA;ING1030;04;2,00;55;34;A-608;L;H;;TL;CHIMIE POUR INGENIEUR;45;MER;1130
BA;ING1030;05;2,00;98;41;B-311;C;H;;TL;CHIMIE POUR INGENIEUR;40;JEU;0830
BA;ING1030;05;2,00;98;42;B-311;C;H;;TL;CHIMIE POUR INGENIEUR;40;JEU;0930
BA;ING1030;05;2,00;55;11;A-608;L;H;;TL;CHIMIE POUR INGENIEUR;40;LUN;0830
BA;ING1030;05;2,00;55;12;A-608;L;H;;TL;CHIMIE POUR INGENIEUR;40;LUN;0930
BA;ING1030;06;2,00;55;48;A-608;C;H;;TL;CHIMIE POUR INGENIEUR;49;JEU;1545
BA;ING1030;06;2,00;55;49;A-608;C;H;;TL;CHIMIE POUR INGENIEUR;49;JEU;1645
BA;ING1030;06;2,00;57;58;A-404;L;H;;TL;CHIMIE POUR INGENIEUR;49;VEN;1545
BA;ING1030;06;2,00;57;59;A-404;L;H;;TL;CHIMIE POUR INGENIEUR;49;VEN;1645
BA;ING1030;07;2,00;55;18;A-608;C;H;;TL;CHIMIE POUR INGENIEUR;45;LUN;1545
BA;ING1030;07;2,00;55;19;A-608;C;H;;TL;CHIMIE POUR INGENIEUR;45;LUN;1645
BA;ING1030;07;2,00;56;38;A-609;L;H;;TL;CHIMIE POUR INGENIEUR;45;MER;1545
BA;ING1030;07;2,00;56;39;A-609;L;H;;TL;CHIMIE POUR INGENIEUR;45;MER;1645
BA;ING1030;08;2,00;55;43;A-608;C;H;;TL;CHIMIE POUR INGENIEUR;45;JEU;1030
BA;ING1030;08;2,00;55;44;A-608;C;H;;TL;CHIMIE POUR INGENIEUR;45;JEU;1130
BA;ING1030;08;2,00;56;28;A-609;L;H;;TL;CHIMIE POUR INGENIEUR;45;MAR;1545
BA;ING1030;08;2,00;56;29;A-609;L;H;;TL;CHIMIE POUR INGENIEUR;45;MAR;1645
BA;ING1030;09;2,00;57;16;A-404;C;H;;TL;CHIMIE POUR INGENIEUR;50;LUN;1345
BA;ING1030;09;2,00;57;17;A-404;C;H;;TL;CHIMIE POUR INGENIEUR;50;LUN;1445
BA;ING1030;09;2,00;66;23;B-411;L;H;;TL;CHIMIE POUR INGENIEUR;50;MAR;1030
BA;ING1030;09;2,00;66;24;B-411;L;H;;TL;CHIMIE POUR INGENIEUR;50;MAR;1130
BA;ING1035;01;2,00;56;29;A-522;C;A;;T;MATERIAUX;49;MAR;1645
BA;ING1035;01;2,00;50;46;C-624;C;A;;T;MATERIAUX;49;JEU;1345
BA;ING1035;01;2,00;50;47;C-624;C;A;;T;MATERIAUX;49;JEU;1445
BA;ING1035;02;2,00;62;25;B-429;C;A;;T;MATERIAUX;50;MAR;1245
BA;ING1035;02;2,00;50;43;C-624;C;A;;T;MATERIAUX;50;JEU;1030
BA;ING1035;02;2,00;50;44;C-624;C;A;;T;MATERIAUX;50;JEU;1130
BA;ING1035;03;2,00;50;16;C-624;C;A;;T;MATERIAUX;48;LUN;1345
BA;ING1035;03;2,00;50;41;C-624;C;A;;T;MATERIAUX;48;JEU;0830
BA;ING1035;03;2,00;50;42;C-624;C;A;;T;MATERIAUX;48;JEU;0930
BA;ING1035;04;2,00;50;28;C-630;C;A;;T;MATERIAUX;50;MAR;1545
BA;ING1035;04;2,00;50;29;C-630;C;A;;T;MATERIAUX;50;MAR;1645
BA;ING1035;04;2,00;50;56;C-624;C;A;;T;MATERIAUX;50;VEN;1345
BA;ING1035;05;2,00;50;14;C-624;C;A;;T;MATERIAUX;45;LUN;1130
BA;ING1035;05;2,00;55;58;A-608;C;A;;T;MATERIAUX;45;VEN;1545
BA;ING1035;05;2,00;55;59;A-608;C;A;;T;MATERIAUX;45;VEN;1645
BA;ING1035;06;2,00;50;17;C-624;C;A;;T;MATERIAUX;44;LUN;1445
BA;ING1035;06;2,00;50;28;C-624;C;A;;T;MATERIAUX;44;MAR;1545
BA;ING1035;06;2,00;50;29;C-624;C;A;;T;MATERIAUX;44;MAR;1645
BA;ING1035;07;2,00;60;13;B-304;C;A;;T;MATERIAUX;55;LUN;1030
BA;ING1035;07;2,00;56;38;A-522;C;A;;T;MATERIAUX;55;MER;1545
BA;ING1035;07;2,00;56;39;A-522;C;A;;T;MATERIAUX;55;MER;1645
BA;ING1035;08;2,00;84;2C0;A-210;C;A;;T;MATERIAUX;55;MAR;1900
BA;ING1035;08;2,00;84;2D0;A-210;C;A;;T;MATERIAUX;55;MAR;2000
BA;ING1035;08;2,00;84;2E0;A-210;C;A;;T;MATERIAUX;55;MAR;2100
BA;ING1035D;01;2,00;350;21;C-631;C;A;;T;MATERIAUX;150;MAR;0830
BA;ING1035D;01;2,00;350;22;C-631;C;A;;T;MATERIAUX;150;MAR;0930
BA;ING1040;01;3,00;77;15;A-410;C;H;;TL;INTROD. AU GENIE ET PROJETS;40;LUN;1245
BA;ING1040;01;3,00;77;16;A-410;C;H;;TL;INTROD. AU GENIE ET PROJETS;40;LUN;1345
BA;ING1040;01;3,00;77;46;A-410;L;H;;TL;INTROD. AU GENIE ET PROJETS;40;JEU;1345
BA;ING1040;01;3,00;77;47;A-410;L;H;;TL;INTROD. AU GENIE ET PROJETS;40;JEU;1445
BA;ING1040;01;3,00;77;48;A-410;L;H;;TL;INTROD. AU GENIE ET PROJETS;40;JEU;1545
BA;ING1040;02;3,00;77;25;A-410;C;H;;TL;INTROD. AU GENIE ET PROJETS;45;MAR;1245
BA;ING1040;02;3,00;77;26;A-410;C;H;;TL;INTROD. AU GENIE ET PROJETS;45;MAR;1345
BA;ING1040;02;3,00;94;46;A-616;L;H;;TL;INTROD. AU GENIE ET PROJETS;45;JEU;1345
BA;ING1040;02;3,00;94;47;A-616;L;H;;TL;INTROD. AU GENIE ET PROJETS;45;JEU;1445
BA;ING1040;02;3,00;94;48;A-616;L;H;;TL;INTROD. AU GENIE ET PROJETS;45;JEU;1545
BA;ING1040;03;3,00;77;36;A-410;C;H;;TL;INTROD. AU GENIE ET PROJETS;40;MER;1345
BA;ING1040;03;3,00;77;37;A-410;C;H;;TL;INTROD. AU GENIE ET PROJETS;40;MER;1445
BA;ING1040;03;3,00;77;55;A-410;L;H;;TL;INTROD. AU GENIE ET PROJETS;40;VEN;1245
BA;ING1040;03;3,00;77;56;A-410;L;H;;TL;INTROD. AU GENIE ET PROJETS;40;VEN;1345
BA;ING1040;03;3,00;77;57;A-410;L;H;;TL;INTROD. AU GENIE ET PROJETS;40;VEN;1445
BA;ING1040;04;3,00;73;11;B-600.6;C;H;;TL;INTROD. AU GENIE ET PROJETS;50;LUN;0830
BA;ING1040;04;3,00;73;12;B-600.6;C;H;;TL;INTROD. AU GENIE ET PROJETS;50;LUN;0930
BA;ING1040;04;3,00;69;41;B-600.5;L;H;;TL;INTROD. AU GENIE ET PROJETS;50;JEU;0830
BA;ING1040;04;3,00;69;42;B-600.5;L;H;;TL;INTROD. AU GENIE ET PROJETS;50;JEU;0930
BA;ING1040;04;3,00;69;43;B-600.5;L;H;;TL;INTROD. AU GENIE ET PROJETS;50;JEU;1030
BA;ING1040;05;3,00;69;26;B-600.5;C;H;;TL;INTROD. AU GENIE ET PROJETS;45;MAR;1345
BA;ING1040;05;3,00;69;27;B-600.5;C;H;;TL;INTROD. AU GENIE ET PROJETS;45;MAR;1445
BA;ING1040;05;3,00;69;57;B-620.2;L;H;;TL;INTROD. AU GENIE ET PROJETS;45;VEN;1445
BA;ING1040;05;3,00;69;58;B-620.2;L;H;;TL;INTROD. AU GENIE ET PROJETS;45;VEN;1545
BA;ING1040;05;3,00;69;59;B-620.2;L;H;;TL;INTROD. AU GENIE ET PROJETS;45;VEN;1645
BA;ING1040;06;3,00;77;2C0;A-410;C;H;;TL;INTROD. AU GENIE ET PROJETS;45;MAR;1900
BA;ING1040;06;3,00;77;2D0;A-410;C;H;;TL;INTROD. AU GENIE ET PROJETS;45;MAR;2000
BA;ING1040;06;3,00;77;1C0;A-410;L;H;;TL;INTROD. AU GENIE ET PROJETS;45;LUN;1900
BA;ING1040;06;3,00;77;1D0;A-410;L;H;;TL;INTROD. AU GENIE ET PROJETS;45;LUN;2000
BA;ING1040;06;3,00;77;1E0;A-410;L;H;;TL;INTROD. AU GENIE ET PROJETS;45;LUN;2100
BA;ING1040;07;3,00;69;2C0;B-600.5;C;H;;TL;INTROD. AU GENIE ET PROJETS;45;MAR;1900
BA;ING1040;07;3,00;69;2D0;B-600.5;C;H;;TL;INTROD. AU GENIE ET PROJETS;45;MAR;2000
BA;ING1040;07;3,00;77;4C0;A-410;L;H;;TL;INTROD. AU GENIE ET PROJETS;45;JEU;1900
BA;ING1040;07;3,00;77;4D0;A-410;L;H;;TL;INTROD. AU GENIE ET PROJETS;45;JEU;2000
BA;ING1040;07;3,00;77;4E0;A-410;L;H;;TL;INTROD. AU GENIE ET PROJETS;45;JEU;2100
BA;ING1040;08;3,00;69;1C0;B-620.2;C;H;;TL;INTROD. AU GENIE ET PROJETS;43;LUN;1900
BA;ING1040;08;3,00;69;1D0;B-620.2;C;H;;TL;INTROD. AU GENIE ET PROJETS;43;LUN;2000
BA;ING1040;08;3,00;69;4C0;B-600.5;L;H;;TL;INTROD. AU GENIE ET PROJETS;43;JEU;1900
BA;ING1040;08;3,00;69;4D0;B-600.5;L;H;;TL;INTROD. AU GENIE ET PROJETS;43;JEU;2000
BA;ING1040;08;3,00;69;4E0;B-600.5;L;H;;TL;INTROD. AU GENIE ET PROJETS;43;JEU;2100
BA;ING1040;09;3,00;69;41;B-620.2;C;H;;TL;INTROD. AU GENIE ET PROJETS;50;JEU;0830
BA;ING1040;09;3,00;69;42;B-620.2;C;H;;TL;INTROD. AU GENIE ET PROJETS;50;JEU;0930
BA;ING1040;09;3,00;69;11;B-620.2;L;H;;TL;INTROD. AU GENIE ET PROJETS;50;LUN;0830
BA;ING1040;09;3,00;69;12;B-620.2;L;H;;TL;INTROD. AU GENIE ET PROJETS;50;LUN;0930
BA;ING1040;09;3,00;69;13;B-620.2;L;H;;TL;INTROD. AU GENIE ET PROJETS;50;LUN;1030
BA;IT400;01;3,00;57;46;A-404;C;A;;T;GESTION DE LA R-D ET DEV TECHN;55;JEU;1345
BA;IT400;01;3,00;57;47;A-404;C;A;;T;GESTION DE LA R-D ET DEV TECHN;55;JEU;1445
BA;IT400;01;3,00;57;48;A-404;C;A;;T;GESTION DE LA R-D ET DEV TECHN;55;JEU;1545
BA;IT510;01;3,00;69;22;B-620.2;C;A;;T;ENTREPRENEURSHIP - GEST.;55;MAR;0930
BA;IT510;01;3,00;69;23;B-620.2;C;A;;T;ENTREPRENEURSHIP - GEST.;55;MAR;1030
BA;IT510;01;3,00;69;24;B-620.2;C;A;;T;ENTREPRENEURSHIP - GEST.;55;MAR;1130
BA;LOG2000;01;3,00;60;46;D-6321;C;B;;TL;ELEMENTS DU GENIE LOGICIEL;48;JEU;1345
BA;LOG2000;01;3,00;60;47;D-6321;C;B;;TL;ELEMENTS DU GENIE LOGICIEL;48;JEU;1445
BA;LOG2000;01;3,00;60;48;D-6321;C;B;;TL;ELEMENTS DU GENIE LOGICIEL;48;JEU;1545
BA;LOG2000;01;3,00;48;51;B-508;L;B;I;TL;ELEMENTS DU GENIE LOGICIEL;48;VEN;0830
BA;LOG2000;01;3,00;48;52;B-508;L;B;I;TL;ELEMENTS DU GENIE LOGICIEL;48;VEN;0930
BA;LOG2000;01;3,00;48;53;B-508;L;B;I;TL;ELEMENTS DU GENIE LOGICIEL;48;VEN;1030
BA;LOG2000;02;3,00;60;15;D-6321;C;B;;TL;ELEMENTS DU GENIE LOGICIEL;48;LUN;1245
BA;LOG2000;02;3,00;60;16;D-6321;C;B;;TL;ELEMENTS DU GENIE LOGICIEL;48;LUN;1345
BA;LOG2000;02;3,00;60;17;D-6321;C;B;;TL;ELEMENTS DU GENIE LOGICIEL;48;LUN;1445
BA;LOG2000;02;3,00;48;51;B-508;L;B;P;TL;ELEMENTS DU GENIE LOGICIEL;48;VEN;0830
BA;LOG2000;02;3,00;48;52;B-508;L;B;P;TL;ELEMENTS DU GENIE LOGICIEL;48;VEN;0930
BA;LOG2000;02;3,00;48;53;B-508;L;B;P;TL;ELEMENTS DU GENIE LOGICIEL;48;VEN;1030
BA;LOG2010;01;1,00;36;42;D-3034;C;A;;T;RAPPORT DE SYNTHESE;10;JEU;0930
BA;LOG2710;01;3,00;55;1B0;A-608;C;B;;TL;INTERFACES UTILISATEURS;30;LUN;1800
BA;LOG2710;01;3,00;55;1C0;A-608;C;B;;TL;INTERFACES UTILISATEURS;30;LUN;1900
BA;LOG2710;01;3,00;55;1D0;A-608;C;B;;TL;INTERFACES UTILISATEURS;30;LUN;2000
BA;LOG2710;01;3,00;40;27;D-5333;L;B;I;TL;INTERFACES UTILISATEURS;30;MAR;1445
BA;LOG2710;01;3,00;40;28;D-5333;L;B;I;TL;INTERFACES UTILISATEURS;30;MAR;1545
BA;LOG2710;01;3,00;40;29;D-5333;L;B;I;TL;INTERFACES UTILISATEURS;30;MAR;1645
BA;LOG3700;01;4,00;60;18;D-6321;C;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;45;LUN;1545
BA;LOG3700;01;4,00;60;19;D-6321;C;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;45;LUN;1645
BA;LOG3700;01;4,00;60;28;D-6321;C;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;45;MAR;1545
BA;LOG3700;01;4,00;60;29;D-6321;C;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;45;MAR;1645
BA;LOG3700;01;4,00;31;46;D-5203;L;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;30;JEU;1345
BA;LOG3700;01;4,00;31;47;D-5203;L;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;30;JEU;1445
BA;LOG3700;01;4,00;31;48;D-5203;L;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;30;JEU;1545
BA;LOG3700;02;4,00;60;21;D-6321;C;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;45;MAR;0830
BA;LOG3700;02;4,00;60;22;D-6321;C;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;45;MAR;0930
BA;LOG3700;02;4,00;60;43;D-6321;C;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;45;JEU;1030
BA;LOG3700;02;4,00;60;44;D-6321;C;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;45;JEU;1130
BA;LOG3700;02;4,00;31;51;D-5203;L;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;30;VEN;0830
BA;LOG3700;02;4,00;31;52;D-5203;L;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;30;VEN;0930
BA;LOG3700;02;4,00;31;53;D-5203;L;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;30;VEN;1030
BA;LOG3700;03;4,00;31;12;D-5203;L;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;30;LUN;0930
BA;LOG3700;03;4,00;31;13;D-5203;L;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;30;LUN;1030
BA;LOG3700;03;4,00;31;14;D-5203;L;H;;TLS;ANALYSE ET CONC. DE LOGICIELS;30;LUN;1130
BA;LOG4196;01;3,00;60;28;DEPT3.1;L;H;;L;PFE SPECIAUX EN GENIE LOGICIEL;10;MAR;1545
BA;LOG4196;01;3,00;60;29;DEPT3.1;L;H;;L;PFE SPECIAUX EN GENIE LOGICIEL;10;MAR;1645
BA;LOG4199;01;3,00;60;28;DEPT3.1;L;H;;L;PROJET DE FIN D'ETUDES;10;MAR;1545
BA;LOG4199;01;3,00;60;29;DEPT3.1;L;H;;L;PROJET DE FIN D'ETUDES;10;MAR;1645
BA;LOG4500;01;3,00;60;51;D-6321;C;H;;TL;VALIDATION ET TESTS DE LOG.;35;VEN;0830
BA;LOG4500;01;3,00;60;52;D-6321;C;H;;TL;VALIDATION ET TESTS DE LOG.;35;VEN;0930
BA;LOG4500;01;3,00;60;53;D-6321;C;H;;TL;VALIDATION ET TESTS DE LOG.;35;VEN;1030
BA;LOG4500;01;3,00;30;17;D-5313;L;H;;TL;VALIDATION ET TESTS DE LOG.;35;LUN;1445
BA;LOG4500;01;3,00;30;18;D-5313;L;H;;TL;VALIDATION ET TESTS DE LOG.;35;LUN;1545
BA;LOG4500;01;3,00;30;19;D-5313;L;H;;TL;VALIDATION ET TESTS DE LOG.;35;LUN;1645
BA;MEC2100;01;3,00;80;51;B-512;L;H;;L;PROJET DE DESIGN EN MECANIQUE;26;VEN;0830
BA;MEC2100;01;3,00;80;52;B-512;L;H;;L;PROJET DE DESIGN EN MECANIQUE;26;VEN;0930
BA;MEC2100;01;3,00;80;53;B-512;L;H;;L;PROJET DE DESIGN EN MECANIQUE;26;VEN;1030
BA;MEC2100;01;3,00;80;54;B-512;L;H;;L;PROJET DE DESIGN EN MECANIQUE;26;VEN;1130
BA;MEC2100;02;3,00;80;51;B-512;L;H;;L;PROJET DE DESIGN EN MECANIQUE;25;VEN;0830
BA;MEC2100;02;3,00;80;52;B-512;L;H;;L;PROJET DE DESIGN EN MECANIQUE;25;VEN;0930
BA;MEC2100;02;3,00;80;53;B-512;L;H;;L;PROJET DE DESIGN EN MECANIQUE;25;VEN;1030
BA;MEC2100;02;3,00;80;54;B-512;L;H;;L;PROJET DE DESIGN EN MECANIQUE;25;VEN;1130
BA;MEC2110;01;2,00;125;23;B-316.1;C;H;;TLS;METHODES EXPER. ET INSTR. MEC.;85;MAR;1030
BA;MEC2110;01;2,00;125;24;B-316.1;C;H;;TLS;METHODES EXPER. ET INSTR. MEC.;85;MAR;1130
BA;MEC2110;01;2,00;48;35;A-104;L;H;;TLS;METHODES EXPER. ET INSTR. MEC.;45;MER;1245
BA;MEC2110;01;2,00;48;36;A-104;L;H;;TLS;METHODES EXPER. ET INSTR. MEC.;45;MER;1345
BA;MEC2110;02;2,00;48;48;A-104;L;H;;TLS;METHODES EXPER. ET INSTR. MEC.;45;JEU;1545
BA;MEC2110;02;2,00;48;49;A-104;L;H;;TLS;METHODES EXPER. ET INSTR. MEC.;45;JEU;1645
BA;MEC2200;01;3,00;50;21;C-624;C;H;;TL;DYNAMIQUE DES FLUIDES;41;MAR;0830
BA;MEC2200;01;3,00;50;22;C-624;C;H;;TL;DYNAMIQUE DES FLUIDES;41;MAR;0930
BA;MEC2200;01;3,00;43;38;A-401;C;H;;TL;DYNAMIQUE DES FLUIDES;41;MER;1545
BA;MEC2200;01;3,00;43;39;A-401;C;H;;TL;DYNAMIQUE DES FLUIDES;41;MER;1645
BA;MEC2200;01;3,00;41;44;B-638;L;H;;TL;DYNAMIQUE DES FLUIDES;41;JEU;1130
BA;MEC2200;02;3,00;84;11;B-415;C;H;;TL;DYNAMIQUE DES FLUIDES;39;LUN;0830
BA;MEC2200;02;3,00;84;12;B-415;C;H;;TL;DYNAMIQUE DES FLUIDES;39;LUN;0930
BA;MEC2200;02;3,00;50;21;C-632;C;H;;TL;DYNAMIQUE DES FLUIDES;39;MAR;0830
BA;MEC2200;02;3,00;50;22;C-632;C;H;;TL;DYNAMIQUE DES FLUIDES;39;MAR;0930
BA;MEC2200;02;3,00;53;46;B-401;L;H;;TL;DYNAMIQUE DES FLUIDES;39;JEU;1345
BA;MEC2210;01;4,00;71;13;B-405;C;H;;TL;THERMODYNAMIQUE;70;LUN;1030
BA;MEC2210;01;4,00;71;14;B-405;C;H;;TL;THERMODYNAMIQUE;70;LUN;1130
BA;MEC2210;01;4,00;71;33;B-405;C;H;;TL;THERMODYNAMIQUE;70;MER;1030
BA;MEC2210;01;4,00;71;34;B-405;C;H;;TL;THERMODYNAMIQUE;70;MER;1130
BA;MEC2210;01;4,00;71;55;B-405;L;H;;TL;THERMODYNAMIQUE;70;VEN;1245
BA;MEC2210;01;4,00;71;56;B-405;L;H;;TL;THERMODYNAMIQUE;70;VEN;1345
BA;MEC2210;02;4,00;71;26;B-405;C;H;;TL;THERMODYNAMIQUE;70;MAR;1345
BA;MEC2210;02;4,00;71;27;B-405;C;H;;TL;THERMODYNAMIQUE;70;MAR;1445
BA;MEC2210;02;4,00;98;43;B-311;C;H;;TL;THERMODYNAMIQUE;70;JEU;1030
BA;MEC2210;02;4,00;98;44;B-311;C;H;;TL;THERMODYNAMIQUE;70;JEU;1130
BA;MEC2210;02;4,00;70;55;B-543;L;H;;TL;THERMODYNAMIQUE;70;VEN;1245
BA;MEC2210;02;4,00;70;56;B-543;L;H;;TL;THERMODYNAMIQUE;70;VEN;1345
BA;MEC2400;01;3,00;84;19;B-415;C;B;;TLS;RESISTANCE DES MATERIAUX;65;LUN;1645
BA;MEC2400;01;3,00;70;35;A-622;C;B;;TLS;RESISTANCE DES MATERIAUX;65;MER;1245
BA;MEC2400;01;3,00;71;41;B-405;C;B;;TLS;RESISTANCE DES MATERIAUX;65;JEU;0830
BA;MEC2400;01;3,00;71;42;B-405;C;B;;TLS;RESISTANCE DES MATERIAUX;65;JEU;0930
BA;MEC2400;01;3,00;48;26;A-104;L;B;I;TLS;RESISTANCE DES MATERIAUX;24;MAR;1345
BA;MEC2400;01;3,00;48;27;A-104;L;B;I;TLS;RESISTANCE DES MATERIAUX;24;MAR;1445
BA;MEC2400;01;3,00;48;28;A-104;L;B;I;TLS;RESISTANCE DES MATERIAUX;24;MAR;1545
BA;MEC2400;02;3,00;102;19;B-418;C;B;;TLS;RESISTANCE DES MATERIAUX;65;LUN;1645
BA;MEC2400;02;3,00;66;21;B-411;C;B;;TLS;RESISTANCE DES MATERIAUX;65;MAR;0830
BA;MEC2400;02;3,00;66;51;B-411;C;B;;TLS;RESISTANCE DES MATERIAUX;65;VEN;0830
BA;MEC2400;02;3,00;66;52;B-411;C;B;;TLS;RESISTANCE DES MATERIAUX;65;VEN;0930
BA;MEC2400;02;3,00;48;26;A-104;L;B;P;TLS;RESISTANCE DES MATERIAUX;24;MAR;1345
BA;MEC2400;02;3,00;48;27;A-104;L;B;P;TLS;RESISTANCE DES MATERIAUX;24;MAR;1445
BA;MEC2400;02;3,00;48;28;A-104;L;B;P;TLS;RESISTANCE DES MATERIAUX;24;MAR;1545
BA;MEC2400;03;3,00;48;31;A-104;L;B;I;TLS;RESISTANCE DES MATERIAUX;24;MER;0830
BA;MEC2400;03;3,00;48;32;A-104;L;B;I;TLS;RESISTANCE DES MATERIAUX;24;MER;0930
BA;MEC2400;03;3,00;48;33;A-104;L;B;I;TLS;RESISTANCE DES MATERIAUX;24;MER;1030
BA;MEC2400;04;3,00;48;31;A-104;L;B;P;TLS;RESISTANCE DES MATERIAUX;24;MER;0830
BA;MEC2400;04;3,00;48;32;A-104;L;B;P;TLS;RESISTANCE DES MATERIAUX;24;MER;0930
BA;MEC2400;04;3,00;48;33;A-104;L;B;P;TLS;RESISTANCE DES MATERIAUX;24;MER;1030
BA;MEC2400;05;3,00;48;16;A-104;L;B;I;TLS;RESISTANCE DES MATERIAUX;24;LUN;1345
BA;MEC2400;05;3,00;48;17;A-104;L;B;I;TLS;RESISTANCE DES MATERIAUX;24;LUN;1445
BA;MEC2400;05;3,00;48;18;A-104;L;B;I;TLS;RESISTANCE DES MATERIAUX;24;LUN;1545
BA;MEC2400;06;3,00;48;16;A-104;L;B;P;TLS;RESISTANCE DES MATERIAUX;24;LUN;1345
BA;MEC2400;06;3,00;48;17;A-104;L;B;P;TLS;RESISTANCE DES MATERIAUX;24;LUN;1445
BA;MEC2400;06;3,00;48;18;A-104;L;B;P;TLS;RESISTANCE DES MATERIAUX;24;LUN;1545
BA;MEC2420;01;3,00;186;36;A-416;C;H;;TLS;DYNAMIQUE DE L'INGENIEUR;135;MER;1345
BA;MEC2420;01;3,00;186;37;A-416;C;H;;TLS;DYNAMIQUE DE L'INGENIEUR;135;MER;1445
BA;MEC2420;01;3,00;186;38;A-416;C;H;;TLS;DYNAMIQUE DE L'INGENIEUR;135;MER;1545
BA;MEC2420;01;3,00;53;11;B-401;L;H;;TLS;DYNAMIQUE DE L'INGENIEUR;44;LUN;0830
BA;MEC2420;01;3,00;53;12;B-401;L;H;;TLS;DYNAMIQUE DE L'INGENIEUR;44;LUN;0930
BA;MEC2420;02;3,00;44;11;B-621;L;H;;TLS;DYNAMIQUE DE L'INGENIEUR;44;LUN;0830
BA;MEC2420;02;3,00;44;12;B-621;L;H;;TLS;DYNAMIQUE DE L'INGENIEUR;44;LUN;0930
BA;MEC2420;03;3,00;60;11;B-304;L;H;;TLS;DYNAMIQUE DE L'INGENIEUR;44;LUN;0830
BA;MEC2420;03;3,00;60;12;B-304;L;H;;TLS;DYNAMIQUE DE L'INGENIEUR;44;LUN;0930
BA;MEC2430;01;2,00;98;4C0;B-311;C;A;;T;VIBRATIONS;80;JEU;1900
BA;MEC2430;01;2,00;98;4D0;B-311;C;A;;T;VIBRATIONS;80;JEU;2000
BA;MEC2430;01;2,00;98;4E0;B-311;C;A;;T;VIBRATIONS;80;JEU;2100
BA;MEC2500;01;3,00;90;16;B-600.3;C;B;;TLS;DEF. TECHNOL. DE PRODUITS MEC.;50;LUN;1345
BA;MEC2500;01;3,00;90;17;B-600.3;C;B;;TLS;DEF. TECHNOL. DE PRODUITS MEC.;50;LUN;1445
BA;MEC2500;01;3,00;90;31;B-600.3;C;B;;TLS;DEF. TECHNOL. DE PRODUITS MEC.;50;MER;0830
BA;MEC2500;01;3,00;90;32;B-600.3;C;B;;TLS;DEF. TECHNOL. DE PRODUITS MEC.;50;MER;0930
BA;MEC2500;01;3,00;54;58;C-539.2;L;B;I;TLS;DEF. TECHNOL. DE PRODUITS MEC.;50;VEN;1545
BA;MEC2500;01;3,00;54;59;C-539.2;L;B;I;TLS;DEF. TECHNOL. DE PRODUITS MEC.;50;VEN;1645
